Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Accuracy,Spreadsheet: display,Spreadsheet: test items,BA
109,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,94,Formal Test,Formal Test,s9687n,1,Formal Test,兇手推了約翰一把。,否
110,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,95,Formal Test,Formal Test,s9687n,1,Formal Test,他在一個鐘頭內把窗戶洗得很乾淨。,是
111,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,96,Formal Test,Formal Test,s9687n,0,Formal Test,他把我問了很難的問題。,是
112,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,97,Formal Test,Formal Test,s9687n,1,Formal Test,這把戲偵探一眼就看破了。,否
113,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,98,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎與所有中國人分享。,是
114,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,99,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把握老闆給的機會。,否
115,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,100,Formal Test,Formal Test,s9687n,1,Formal Test,盡情把酒言歡是老王的夢想。,否
116,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,End,Ending ,2unk6p,1,End,,
117,1.73E+12,10/11/2024 22:54,1.73E+12,8,11/11/2024 14:54,187120,8,task-uo5z,,41238408,BLIND,11990949,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,,,,,0,,,
1,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,,,,,0,,,
2,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Instruction,experiment instruction,ekukxy,1,Instruction,,
3,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Instruction,BA definition,p4r1d6,1,Instruction,,
4,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining,pretraining instruction,nb1rzi,1,Pretraining,,
5,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining,pretraining instructioin_2,lq7cvu,1,Pretraining,,
6,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Pretraining test,test,wgm3xn,1,Pretraining test,小明把書送給我。,是
7,1.73E+12,9/11/2024 6:08,1.73E+12,8,9/11/2024 22:08,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Pretraining test,test,wgm3xn,1,Pretraining test,小明拿著兩把刀。,否
8,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Pretraining test,test,wgm3xn,1,Pretraining test,小明把笑話說得一點都不好笑。,是
9,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,4,Pretraining test,test,wgm3xn,1,Pretraining test,小明撐著一把雨傘。,否
10,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,5,Pretraining test,test,wgm3xn,1,Pretraining test,小明把兩本漫畫放回書架上。,是
11,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,6,Pretraining test,test,wgm3xn,1,Pretraining test,小明把握住機會。,否
12,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,get ready for formal test,Screen 1,6ifobu,1,get ready for formal test,,
13,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Formal Test,Formal Test,s9687n,1,Formal Test,壽司店童抓起整把筷子。,否
14,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把玩著魔術方塊。,否
15,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Formal Test,Formal Test,s9687n,1,Formal Test,他把我哭得心煩。,是
16,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,4,Formal Test,Formal Test,s9687n,1,Formal Test,我們得先把這問題想一想。,是
17,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,5,Formal Test,Formal Test,s9687n,1,Formal Test,那個女孩把手帕哭得沒有人敢摸。,是
18,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,6,Formal Test,Formal Test,s9687n,1,Formal Test,他把我罵三次了。,是
19,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,7,Formal Test,Formal Test,s9687n,1,Formal Test,只有先把政治議題放一邊才能建立彼此信任。,是
20,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,8,Formal Test,Formal Test,s9687n,1,Formal Test,約翰每一把都贏。,否
21,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,9,Formal Test,Formal Test,s9687n,1,Formal Test,新手媽媽每天要幫小孩把屎把尿。,否
22,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,10,Formal Test,Formal Test,s9687n,1,Formal Test,喇嘛要把正確的佛法告訴他們。,是
23,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,11,Formal Test,Formal Test,s9687n,1,Formal Test,這把戲偵探一眼就看破了。,否
24,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,12,Formal Test,Formal Test,s9687n,1,Formal Test,中醫師替小明把脈。,否
25,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,13,Formal Test,Formal Test,s9687n,1,Formal Test,九把刀的新書讓約翰愛不釋手。,否
26,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,14,Formal Test,Formal Test,s9687n,1,Formal Test,妹妹把玩地上的玩具。,否
27,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,15,Formal Test,Formal Test,s9687n,1,Formal Test,約翰替那位老婦人捏了把冷汗。,否
28,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,16,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎與所有中國人分享。,是
29,1.73E+12,9/11/2024 6:09,1.73E+12,8,9/11/2024 22:09,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,17,Formal Test,Formal Test,s9687n,1,Formal Test,新上任的發言人是外交部第一把交椅。,否
30,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,18,Formal Test,Formal Test,s9687n,1,Formal Test,做壞事的同學要小明在教室門口把風。,否
31,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,19,Formal Test,Formal Test,s9687n,1,Formal Test,他會把你踢好幾腳。,是
32,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,20,Formal Test,Formal Test,s9687n,1,Formal Test,他把我冷得直哆嗦。,是
33,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,21,Formal Test,Formal Test,s9687n,1,Formal Test,約翰用把手開鎖。,否
34,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,22,Formal Test,Formal Test,s9687n,1,Formal Test,他把橘子剝了皮。,是
35,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,23,Formal Test,Formal Test,s9687n,1,Formal Test,西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否
36,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,24,Formal Test,Formal Test,s9687n,1,Formal Test,趙六把持著整個公司的運作。,否
37,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,25,Formal Test,Formal Test,s9687n,1,Formal Test,他把便宜佔盡了。,是
38,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,1,Break,Screen 1,futlwl,1,Break,,
39,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,26,Formal Test,Formal Test,s9687n,1,Formal Test,他把菜炒爛了。,是
40,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,27,Formal Test,Formal Test,s9687n,1,Formal Test,他把酒不停地喝。,是
41,1.73E+12,9/11/2024 6:10,1.73E+12,8,9/11/2024 22:10,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,28,Formal Test,Formal Test,s9687n,1,Formal Test,西藏喇嘛們應該把西藏佛法傳到台灣。,是
42,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,29,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織將把日產量減產五十萬桶。,是
43,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,30,Formal Test,Formal Test,s9687n,1,Formal Test,老王把持健康的生活態度，期盼能長命百歲。,否
44,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,31,Formal Test,Formal Test,s9687n,1,Formal Test,把門將士抵擋不住敵人攻城。,否
45,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,32,Formal Test,Formal Test,s9687n,1,Formal Test,他把我們哭得都不敢笑了。,是
46,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,33,Formal Test,Formal Test,s9687n,1,Formal Test,他把我問了很難的問題。,是
47,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,34,Formal Test,Formal Test,s9687n,1,Formal Test,女演員懂得如何把持好情緒。,否
48,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,35,Formal Test,Formal Test,s9687n,1,Formal Test,面對各種誘惑，要學習把持得住。,否
49,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,36,Formal Test,Formal Test,s9687n,1,Formal Test,警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是
50,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,37,Formal Test,Formal Test,s9687n,1,Formal Test,街亭有兵把守。,否
51,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,38,Formal Test,Formal Test,s9687n,1,Formal Test,政府替人民把關食品安全。,否
52,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,39,Formal Test,Formal Test,s9687n,1,Formal Test,教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是
53,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,40,Formal Test,Formal Test,s9687n,1,Formal Test,他把水燒了半天。,是
54,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,41,Formal Test,Formal Test,s9687n,1,Formal Test,老師手把手教小明寫作業。,否
55,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,42,Formal Test,Formal Test,s9687n,1,Formal Test,美國政府把控兩岸局勢。,否
56,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,43,Formal Test,Formal Test,s9687n,1,Formal Test,約翰用拖把拖地。,否
57,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,44,Formal Test,Formal Test,s9687n,1,Formal Test,你把這封信寫了，我們就出去。,是
58,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,45,Formal Test,Formal Test,s9687n,1,Formal Test,天氣把狗熱得都不叫了。,是
59,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,46,Formal Test,Formal Test,s9687n,1,Formal Test,他把臉塗滿了灰。,是
60,1.73E+12,9/11/2024 6:11,1.73E+12,8,9/11/2024 22:11,187120,8,task-uo5z,,41210396,BLIND,11991197,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1229x556,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,47,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織誓言把油價維持在二十二美元以上。,是
