Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Accuracy,Spreadsheet: display,Spreadsheet: test items,BA
41,1.73E+12,10/11/2024 17:33,1.73E+12,8,11/11/2024 9:33,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,28,Formal Test,Formal Test,s9687n,1,Formal Test,這瓶酒把李四醉得站不起來。,是
42,1.73E+12,10/11/2024 17:33,1.73E+12,8,11/11/2024 9:33,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,29,Formal Test,Formal Test,s9687n,1,Formal Test,壽司店童抓起整把筷子。,否
43,1.73E+12,10/11/2024 17:33,1.73E+12,8,11/11/2024 9:33,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,30,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎與所有中國人分享。,是
44,1.73E+12,10/11/2024 17:33,1.73E+12,8,11/11/2024 9:33,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,31,Formal Test,Formal Test,s9687n,1,Formal Test,他把我罵三次了。,是
45,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,32,Formal Test,Formal Test,s9687n,1,Formal Test,他把蘋果吃了。,是
46,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,33,Formal Test,Formal Test,s9687n,1,Formal Test,他把臉塗滿了灰。,是
47,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,34,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把柄在人手裡，不得不對人言聽計從。,否
48,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,35,Formal Test,Formal Test,s9687n,1,Formal Test,喇嘛要把正確的佛法告訴他們。,是
49,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,36,Formal Test,Formal Test,s9687n,1,Formal Test,他把菜炒爛了。,是
50,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,37,Formal Test,Formal Test,s9687n,1,Formal Test,車門門把生鏽了。,否
51,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,38,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把玩著魔術方塊。,否
52,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,39,Formal Test,Formal Test,s9687n,1,Formal Test,他把一個大好機會錯過了。,是
53,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,40,Formal Test,Formal Test,s9687n,1,Formal Test,呼籲選民在年底立委選舉中把票投給愛台灣的人。,是
54,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,41,Formal Test,Formal Test,s9687n,1,Formal Test,他會把你踢好幾腳。,是
55,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,42,Formal Test,Formal Test,s9687n,1,Formal Test,你把這封信寫了，我們就出去。,是
56,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,43,Formal Test,Formal Test,s9687n,1,Formal Test,新款吹風機設計成超好握的握把。,否
57,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,44,Formal Test,Formal Test,s9687n,1,Formal Test,把門將士抵擋不住敵人攻城。,否
58,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,45,Formal Test,Formal Test,s9687n,1,Formal Test,約翰抓起一把塵土撒向大海。,否
59,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,46,Formal Test,Formal Test,s9687n,1,Formal Test,帥哥把妹很容易。,否
60,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,47,Formal Test,Formal Test,s9687n,1,Formal Test,新上任的發言人是外交部第一把交椅。,否
61,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,48,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽要小明再加把勁。,否
62,1.73E+12,10/11/2024 17:34,1.73E+12,8,11/11/2024 9:34,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,49,Formal Test,Formal Test,s9687n,1,Formal Test,善於攏絡人心的政治人物知道如何把持群眾的心。,否
63,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,50,Formal Test,Formal Test,s9687n,1,Formal Test,教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是
64,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Break,Screen 1,futlwl,1,Break,,
65,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,51,Formal Test,Formal Test,s9687n,1,Formal Test,約翰對考一百分有十足的把握。,否
66,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,52,Formal Test,Formal Test,s9687n,1,Formal Test,我把字典借給老王。,是
67,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,53,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織將把日產量減產五十萬桶。,是
68,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,54,Formal Test,Formal Test,s9687n,1,Formal Test,他已經把行李拿出來了。,是
69,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,55,Formal Test,Formal Test,s9687n,1,Formal Test,清淡的交投並無法把油價推升至二十五美元以上。,是
70,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,56,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把握老闆給的機會。,否
71,1.73E+12,10/11/2024 17:35,1.73E+12,8,11/11/2024 9:35,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,57,Formal Test,Formal Test,s9687n,1,Formal Test,學校把書賣給學生。,是
72,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,58,Formal Test,Formal Test,s9687n,1,Formal Test,那個女孩把手帕哭得沒有人敢摸。,是
73,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,59,Formal Test,Formal Test,s9687n,1,Formal Test,我們得先把這問題想一想。,是
74,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,60,Formal Test,Formal Test,s9687n,0,Formal Test,他把我們哭得都不敢笑了。,是
75,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,61,Formal Test,Formal Test,s9687n,0,Formal Test,土匪把他殺了父親。,是
76,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,62,Formal Test,Formal Test,s9687n,1,Formal Test,四把椅子劇團在台北市的劇場表演。,否
77,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,63,Formal Test,Formal Test,s9687n,1,Formal Test,芭蕾把桿是芭蕾舞者的必備工具。,否
78,1.73E+12,10/11/2024 17:36,1.73E+12,8,11/11/2024 9:36,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,64,Formal Test,Formal Test,s9687n,1,Formal Test,他把我冷得直哆嗦。,是
79,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,65,Formal Test,Formal Test,s9687n,1,Formal Test,美國政府把控兩岸局勢。,否
80,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,66,Formal Test,Formal Test,s9687n,1,Formal Test,他把你恨透了。,是
81,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,67,Formal Test,Formal Test,s9687n,1,Formal Test,西藏喇嘛們應該把西藏佛法傳到台灣。,是
82,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,68,Formal Test,Formal Test,s9687n,1,Formal Test,妹妹把玩地上的玩具。,否
83,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,69,Formal Test,Formal Test,s9687n,1,Formal Test,面對各種誘惑，要學習把持得住。,否
84,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,70,Formal Test,Formal Test,s9687n,1,Formal Test,他把我哭得心煩。,是
85,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,71,Formal Test,Formal Test,s9687n,1,Formal Test,新球拍的握把很好握。,否
86,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,72,Formal Test,Formal Test,s9687n,1,Formal Test,西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否
87,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,73,Formal Test,Formal Test,s9687n,1,Formal Test,他把華人民族音樂散佈到更多西方國度中。,是
88,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,74,Formal Test,Formal Test,s9687n,1,Formal Test,新款握把布改良了舊款的缺點。,否
89,1.73E+12,10/11/2024 17:37,1.73E+12,8,11/11/2024 9:37,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,75,Formal Test,Formal Test,s9687n,1,Formal Test,政府替人民把關食品安全。,否
90,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Break,Screen 1,futlwl,1,Break,,
91,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,76,Formal Test,Formal Test,s9687n,1,Formal Test,新手媽媽每天要幫小孩把屎把尿。,否
92,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,77,Formal Test,Formal Test,s9687n,1,Formal Test,約翰用拖把拖地。,否
93,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,78,Formal Test,Formal Test,s9687n,1,Formal Test,他把酒不停地喝。,是
94,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,79,Formal Test,Formal Test,s9687n,1,Formal Test,女演員懂得如何把持好情緒。,否
95,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,80,Formal Test,Formal Test,s9687n,1,Formal Test,中醫師替小明把脈。,否
96,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,81,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽拿著一把刀切菜。,否
97,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,82,Formal Test,Formal Test,s9687n,1,Formal Test,我會把書放在桌上。,是
98,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,83,Formal Test,Formal Test,s9687n,1,Formal Test,委員把修法過程像錄影帶般倒帶。,是
99,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,84,Formal Test,Formal Test,s9687n,1,Formal Test,清剿行動旨在把叛軍驅離馬其頓。,是
100,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,85,Formal Test,Formal Test,s9687n,1,Formal Test,九把刀的新書讓約翰愛不釋手。,否
101,1.73E+12,10/11/2024 17:38,1.73E+12,8,11/11/2024 9:38,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,86,Formal Test,Formal Test,s9687n,1,Formal Test,歹徒身旁散落著兩把手槍。,否
102,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,87,Formal Test,Formal Test,s9687n,0,Formal Test,他把我問了很難的問題。,是
103,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,88,Formal Test,Formal Test,s9687n,1,Formal Test,約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否
104,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,89,Formal Test,Formal Test,s9687n,1,Formal Test,天氣把狗熱得都不叫了。,是
105,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,90,Formal Test,Formal Test,s9687n,1,Formal Test,球拍握把要定期更換。,否
106,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,91,Formal Test,Formal Test,s9687n,1,Formal Test,約翰每一把都贏。,否
107,1.73E+12,10/11/2024 17:39,1.73E+12,8,11/11/2024 9:39,187120,8,task-uo5z,,41234285,BLIND,11991194,,complete,,,tablet,Apple iPad,iOS 17.6,Chrome 130.0.6723.90,1024x1366,1366x905,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,92,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎獻給他的太太和兒子。,是
